	title	category
2457	Dólar cai com expectativa de entrada de recursos no país; Bolsa avança	business
2458	Aumento da expectativa de vida reduz valor da aposentadoria	business
2459	Eletrobras entra na Justiça contra Petrobras por combustível para usina	business
2460	Ano chuvoso e crise fazem usinas de SP anteciparem moagem da cana	business
2461	Desembolso do BNDES para a área de infraestrutura cai 51% no 1º trimestre	business
2462	Licença-maternidade de seis meses tem baixa adesão de empresas	business
2463	Uber não fez aplicativos de táxis perderem clientes, diz estudo do Cade	business
2464	Economia dos EUA surpreende e cresce 1% no 4º trimestre de 2015	business
2465	Bolsa sobe 2,89% com medida do BC chinês e petróleo; dólar à vista cai	business
2466	Concorrente indiano do Netflix, Dish Flix prepara entrada no Brasil	business
2467	Vender segundo carro pode aliviar as finanças no início da vida a dois; confira dicas	business
2468	Atividade econômica no Brasil frustra expectativas e tem queda em maio	business
2469	Bolsa sobe pelo 3º dia e atinge novo recorde; dólar encosta em R$ 3,14	business
2470	Para analistas, reforma fica para 2018 e queda de juros desacelera	business
2471	Veja as regras para troca do presente de Natal	business
2472	Coletivo Chega de Saudade faz número de dança em festa de premiação	business
2473	Para donos de pequenos negócios, prioridade do governo deveria ser diminuir desemprego	business
2474	Irritado com noticiário de sua saída, Levy diz que segue agenda normal	business
2475	Grécia diz que não vai cumprir reforma trabalhista exigida pelo FMI	business
2476	Após um mês fechada, Bolsa da Grécia deve reabrir na terça-feira	business
2477	Desaceleração da Caixa amplia busca por crédito imobiliário em rivais	business
2478	Alemanha diz que pedido grego de extensão de empréstimo é insuficiente	business
2479	Aneel muda regra para reduzir riscos entre Eletrobras e Petrobras	business
2480	Meirelles muda discurso e diz aprovar nova rodada de repatriação	business
2481	Governo federal precipitou crise nos Estados, diz secretário paulista	business
2482	Aneel quer aumentar vantagens nos leilões de transmissão	business
2483	Petroleira criada por Eike tem prejuízo de R$ 67,5 milhões no 2º trimestre	business
2484	Presidente do BCE diz que Grécia deve se ater a plano para resgate de bancos	business
2485	Com crise e Lava Jato, Petrobras corta 20% do pessoal em três anos	business
2486	Dilma vai anunciar plano de reforma agrária nas próximas semanas	business
2487	Publicidade girou R$ 35 bi em 2015, mostra pesquisa	business
2488	TCU permite renovação por 30 anos de concessões no setor elétrico	business
2489	Asus lança novos smartphones e busca tomar fatia de mercado da Motorola	business
2490	Dona do Snapchat escolhe Bolsa de NY para ofertar ações	business
2491	Liquidação nem sempre é vantajosa para o consumidor, mostra série	business
2492	Material orgânico desperdiçado custa R$ 465 milhões à cidade de São Paulo	business
2493	Bolsa sobe 1,45% com exterior positivo e tem maior patamar em quase 2 anos	business
2494	Governo quer incentivar petróleo e gás em campos terrestres	business
2495	Criador do site Gawker pede proteção contra falência após processo de Hulk Hogan	business
2496	Audi promete veículos que 'conversam' com semáforos nos EUA	business
2497	Brasil supera a Alemanha em ranking de construções sustentáveis	business
2498	Cenário instável afasta do Brasil investidores árabes	business
2499	Netflix supera 65 milhões de assinantes e já vale mais que a GM	business
2500	AB InBev aumenta oferta pela SABMiller após desvalorização da libra	business
2501	Preços do petróleo derrubam Bolsas e fazem dólar bater R$ 4,10	business
2502	Decisão da Justiça dos EUA deve ampliar ação contra Vale	business
2503	Barbosa tem pouco espaço para mudar rumo econômico, diz ex-presidente do BC	business
2504	Terceirização votada na Câmara tem 3 itens pró-trabalhador; Senado tem 50	business
2505	Crise faz inflação de serviços ceder ao menor nível em mais de cinco anos	business
2506	Para Merkel, não se deve desistir de reformas	business
2507	Análise: Tarifaço inaugura nova onda inflacionária no Brasil	business
2508	Propina da Lava Jato é estimada em até R$ 6 bilhões pela Petrobras	business
2509	Jornal argentino Buenos Aires Herald será fechado após 140 anos	business
2510	'Reformar banheiro não é luxo, mas higiene', diz moradora de favela	business
2511	União entre Bayer e Monsanto não é vista com bons olhos por produtores	business
2512	Vigiar a concorrência é crucial para o crescimento da empresa	business
2513	Mamão parece o vilão da inflação, só que não; saiba por que em 11 gráficos	business
2514	Bancos admitem culpa por crimes financeiros em Wall Street	business
2515	Negócios inusitados florescem em cidades do interior	business
2516	Edir Macedo lança 'Netflix gospel' da Igreja Universal do Reino de Deus	business
2517	Chefe da Eletrobras fica no cargo e diz que empresa precisa mudar cultura	business
2518	Apple, Amazon e Foxconn podem se juntar por unidade de chips da Toshiba	business
2519	Economia da América Latina deve recuar 0,9% em 2016, diz Cepal	business
2520	Folha abre inscrições para prêmio de empreendedorismo socioambiental	business
2521	ONU nomeia Wagner Moura embaixador contra o trabalho escravo	business
2522	O Brasil e a solidariedade em tempos de crise	business
2523	Petrobras espera economizar R$ 1,8 bilhão com reestruturação	business
2524	Mudança que dá força a entrada de estrangeiro faz ação da Gol disparar	business
2525	Ações da Petrobras perdem mais de 4% e empurram Bolsa para baixo	business
2526	Inflação argentina desacelera em agosto com aumento do gás bloqueado	business
2527	Reservas internacionais da China atingem menor nível desde fim de 2011	business
2528	Famílias brasileiras perdem R$ 16 bi de seu poder de compra mensal	business
2529	Governo levará ao PPI 3 lotes para concessão de aeroportos	business
2530	O momento Frankenstein do Facebook	business
2531	BC tem mais conforto e espaço para atuar no câmbio, diz Ilan Goldfajn	business
2532	Brasil pode voltar a crescer em 2017 com fim da crise política, diz FMI	business
2533	Argentina proíbe banco de transferir dinheiro para o exterior	business
2534	Preocupação com dívida da Grécia leva dólar a ter valorização de 1,6%	business
2535	PF prende suspeito de chefiar quadrilha que fraudava INSS	business
2536	Jovens de todo o Brasil se mobilizam para melhorar a educação pública	business
2537	Financiar carro fica menos burocrático com aplicativos e sites de bancos	business
2538	Mais um conselheiro da Petrobras desiste de reeleição	business
2539	China esboça regras para aplicativos de transporte, como o Uber	business
2540	Com juro em alta, pagar saldo em parcela única é vantajoso	business
2541	Dólar sobe e fecha em R$ 3,305, o maior valor em quase 12 anos	business
2542	Pacote europeu pode reduzir ação do BC no Brasil	business
2543	Receita Federal dobrou apreensão de medicamentos irregulares em 2015	business
2544	Meirelles condena protecionismo de países desenvolvidos no FMI	business
2545	China promete medidas para deter desaceleração do investimento privado	business
2546	Privatização de terras públicas: a perversidade da medida provisória 759	business
2547	BC dos EUA diz ser contra afrouxar regras para banco	business
2548	'Pokémon Go' chega ao Brasil após um mês; veja dicas de como jogar	business
2549	Plantações de alimentos orgânicos e de fibras fortalecem mulheres no sertão	business
2550	Desafios de emergentes não devem ser superados rapidamente, diz BCE	business
2551	Não vejo nenhum desastre na mesma proporção de 2008, diz economista	business
2552	Rede Yunus fecha nova parceria para incentivar negócios sociais	business
2553	Vale, Petrobras e bancos sobem mais de 2% e impulsionam Bolsa; dólar cai	business
2554	Trabalhador recebe R$ 73 mil de indenização após 30 anos	business
2555	Tecnologia alavanca o crescimento do agronegócio no mercado de franquias	business
2556	Banco central dos EUA condiciona alta de juros à recuperação da economia	business
2557	Brasil lança disputa com Indonésia e Tailândia na OMC sobre carne e açúcar	business
2558	Veja os brasileiros que definem qual café europeus e americanos vão beber	business
2559	Governo amplia para R$ 9.000 limite de renda do Minha Casa, Minha Vida	business
2560	Receita libera nesta sexta consulta ao 5º lote do Imposto de Renda 2016	business
2561	Fusões e compras de empresas neste ano somam maior valor da história	business
2562	Governo aponta banda larga como prioridade de investimento das teles	business
2563	Cálculo para medir poder de compra em um país vai além da taxa de câmbio	business
2564	Consumidores de Rio e Recife podem doar troco do mercado para ONGs	business
2565	Bolsa cai 1,33% com cenários externo e interno; dólar recua para R$ 3,13	business
2566	Governo do Japão reduz projeção de inflação em golpe ao banco central	business
2567	Volkswagen deve recomprar 115 mil veículos nos EUA, diz jornal alemão	business
2568	"Papel do governo é ""criar o palco para o setor privado"", diz Levy"	business
2569	Para Carnaval, setor de bebidas troca espumante por vinho azul	business
2570	Ministério Público do Rio vai ao STF para receber R$ 92 milhões do governo	business
2571	Fundo aposta em mundo de taxas de juros negativas	business
2572	Lama surgiu onde tribunal barrou obras na BR-163	business
2573	Receita deposita terceiro lote do Imposto de Renda 2016 nesta segunda	business
2574	Folhainvest responde: Posso trocar previdência privada por título público?	business
2575	Investimentos e indústria apontam recuperação demorada da economia	business
2576	Investir em tecnologia fará agricultura orgânica crescer, dizem especialistas	business
2577	Cervejaria SABMiller rejeita oferta de US$ 98,6 bilhões feita pela AB InBev	business
2578	Brasil pode aumentar contratos de importação de energia de países vizinhos	business
2579	Obama anuncia investimentos de US$ 4 bilhões na Índia	business
2580	Livro ensina a planejar investimentos de longo prazo; veja lançamentos	business
2581	Petrobras pesa e Bolsa cai em dia ruim para commodities; dólar fecha estável	business
2582	Temer quer reverter incertezas com concessões, mas efeitos práticos só no fim de 2017	business
2583	Uber poderá contestar teste de inglês para motoristas em Londres	business
2584	'Ensaiamos na rua sob sol e chuva', diz faxineira que lidera banda de lata	business
2585	Como ficaria aposentadoria de militar, professor, político e servidor com reforma	business
2586	Dólar cai pelo 3º dia após agência manter selo do Brasil de bom pagador	business
2587	Venda de ativos da Petrobras ganha força para tentar reduzir dívida	business
2588	Auditoria aponta operação irregular na Portugal Telecom	business
2589	Por PEC do Teto, Temer faz ofensiva sobre senadores simpáticos a Dilma	business
2590	Ampliação da terceirização será votada mesmo sem consenso, diz Cunha	business
2591	TCU amplia investigação sobre participação do BNDES no JBS	business
2592	Consumidor arrependido tem 7 dias para devolver produto da Black Friday	business
2593	Governo reconhece espaço para meta de 2017 inferior a R$ 170 bilhões	business
2594	Governo mira uso de 'frotistas' em sonegação e lavagem de dinheiro	business
2595	'Inflação do aluguel' acelera e acumula alta de 5,59% em 12 meses	business
2596	Amazon está próxima de lançar música sob demanda	business
2597	Crise no setor elétrico faz negociações baterem recorde histórico em 2014	business
2598	Portos de Santos e do MA receberão investimentos de R$ 438 milhões	business
2599	Governo reduz benefício fiscal sobre a folha de pagamento; veja por setores	business
2600	Guia de finanças para casais volta a lista de livros mais vendidos na semana	business
2601	Museu da Pessoa reinaugura sede em SP com presença de personalidades	business
2602	Governo Temer quer acelerar terceirização de legislação trabalhista	business
2603	Privatização da Cesp deve envolver quase R$ 2 bi, com ação por R$ 16,80	business
2604	Auroville, a cidade onde é possível viver totalmente sem dinheiro	business
2605	Participação do negro no mercado em SP sobe, mas salário continua menor	business
2606	Santander faz proposta por banco com ativos do português Espírito Santo	business
2607	Negociação entre Mercedes e sindicato dos metalúrgicos chega a impasse	business
2608	Modelo de 80 anos desafia conceito de velhice e vira sensação na China	business
2609	Senado argentino aprova projeto de repatriação de dinheiro no exterior	business
2610	Sem desbloqueio do Orçamento, serviços podem parar, diz Mansueto	business
2611	Ministro da Agricultura anuncia regras mais rígidas de inspeção sanitária	business
2612	Confira os lançamentos de economia e negócios em destaque nessa semana	business
2613	Com vendas em queda, Macy's anuncia que vai fechar 100 lojas	business
2614	'Governo vai brincar de fazer obra', diz representante de empreiteiras	business
2615	Queda da taxa de juros reduzirá rendimento das aplicações	business
2616	ANP reduz projeção de produção de petróleo no Brasil em 2025 e 2026	business
2617	'Não acredito em imposto temporário', diz presidente da Fiesp	business
2618	SABMiller rejeita proposta de compra de US$ 104 bilhões feita por AB Inbev	business
2619	Para premiê grego, acordo sobre dívida é possível se todos quiserem	business
2620	Construtoras afirmam que ajuste fiscal elevou demissões do setor	business
2621	Vendas do McDonald's nos EUA caem pela 1ª vez em 6 trimestres	business
2622	Barbosa diz que governo vai propor reformas para conter gastos	business
2623	Dólar cai, apesar de dados da China e baixa do petróleo; Bolsa opera volátil	business
2624	Governo estuda desvincular benefícios do salário mínimo, confirma Padilha	business
2625	Aversão a dependência da web cria fãs de 'burrofones'	business
2626	Renan acerta com oposição votação de PEC que limita gastos federais	business
2627	Quer parecer confiante no trabalho? Zombe de você mesmo	business
2628	BNDES quer triplicar crédito para capital de giro de pequenas e médias	business
2629	CCR e acionistas vendem dona do Sem Parar por R$ 4 bilhões	business
2630	Bolsa cai 1% com exterior negativo e crise política	business
2631	Busca por moedas faz colecionador ter até conflito familiar	business
2632	Notícia falsa entra na mira de gigantes da tecnologia dos Estados Unidos	business
2633	7 motivos por que os bancos brasileiros continuam lucrando durante a crise	business
2634	Empresário faz sucesso com cerveja própria em bistrô de favela no Rio	business
2635	Comissão aprova mudança na meta fiscal com deficit de R$ 120 bi	business
2636	Sadia lança linha de congelados 'saudável e gourmet' com Jamie Oliver	business
2637	Produção 'geek' do país tem qualidade, mas faltam personagens brasileiros	business
2638	Mau humor global e BC fazem dólar subir a R$ 3,57; Bolsa recua quase 2%	business
2639	Novo fundo aposta US$ 200 milhões em start-ups brasileiras	business
2640	Governo publica decreto liberando despesas do Orçamento	business
2641	Governo prepara conjunto de corte de despesas e aumento de receitas	business
2642	Yahoo! recebe ofertas de até US$ 8 bi por seus ativos, diz jornal americano	business
2643	Criadora do 'Angry Birds' quer vender ações para arrecadar € 30 mi e crescer	business
2644	Grupo ABC anuncia troca de ações com publicitário Bazinho Ferraz	business
2645	Levy diz que governo assumiu custo de popularidade ao definir ajuste	business
2646	Pokémon Go pode ser nova ferramenta de marketing para varejistas	business
2647	Petrobras vai priorizar parcerias para resolver problemas, diz Parente	business
2648	Lucro do BNDES aumenta 62% no 3º trimestre e chega a R$ 3,1 bilhões	business
2649	Em 3 meses, carteira de obras da construtora Odebrecht encolhe 20%	business
2650	'Diálogos Transformadores' traz em websérie casos de economia circular	business
2651	Lucro do Google despenca com multa bilionária na Europa	business
2652	Arrecadação em queda torna mais difícil cumprir ajuste fiscal	business
2653	Fundação BB prorroga inscrições para seleções de agroecologia	business
2654	Rumores sobre saída de Joaquim Levy incomodam Planalto	business
2655	Trabalhador é morto por robô em fábrica da Volkswagen na Alemanha	business
2656	CVM investiga ex-conselheiros da Petrobras por induzir investidor a erro	business
2657	Aeroportos de Congonhas e Porto Alegre estão entre os mais saturados do Brasil	business
2658	Produção brasileira de petróleo cai pelo terceiro mês seguido	business
2659	Tratado Transpacífico força Brasil a sair de isolamento comercial	business
2660	Postalis pode vender parte de carteira de R$ 2,2 bi de créditos vencidos	business
2661	Alerj retira de pauta sete projetos do pacote de ajuste fiscal do Rio	business
2662	Preço de alimentos cai e setembro tem menor inflação para o mês desde 1998	business
2663	Projeto das concessões terá mudança para destravar investimento, diz relator	business
2664	Petrobras paralisa atividades em plataforma da Bacia de Campos	business
2665	Câmara proíbe isenção de ISS para impedir guerra fiscal	business
2666	Atividade industrial da China tem leve expansão em setembro, mostra índice	business
2667	Ambev, Coca e Pepsi não venderão refrigerantes em escolas infantis	business
2668	Discurso de Trump não traz novidades e dólar cai; Bolsa sobe com Vale	business
2669	Snapchat negocia com a Globo para transmitir futebol	business
2670	Energia vira foco de investimento chinês na América Latina	business
2671	Deficiências no transporte custam R$ 30 bilhões ao Brasil, diz CNI	business
2672	Para BCE, não há sentido em especular a saída da Grécia da zona do euro	business
2673	Confira os livros de economia e negócios em destaque na semana	business
2674	Armas e munições apreendidas pela Receita crescem 369,95% em 2015	business
2675	São Paulo espera leiloar concessões de duas rodovias nesta quarta-feira	business
2676	Crise do Rio abala a rotina de quem mais precisa dos serviços públicos	business
2677	Turistas já pagam mais de R$ 4 por euro em casas de câmbio	business
2678	Índice mostra carências em serviços públicos na Grande SP e no Amazonas	business
2679	EUA criam menos postos de trabalho em agosto, mas desemprego cai	business
2680	Dólar sobe a R$ 3,59 com nova ação do BC e cenário externo; Bolsa cai	business
2681	Ganho da carteira de ações do líder do simulador recua para 313,4%	business
2682	Balança comercial tem superavit de US$ 3,8 bi e renova recorde no ano	business
2683	Mineiro cria aplicativo para enviar mensagens após morte e atrai clientes	business
2684	Brasil fecha 39,3 mil vagas com carteira assinada em setembro	business
2685	FMI recomenda rapidez para o Brasil aprovar teto e reforma da Previdência	business
2686	Brasil será membro de novo banco de desenvolvimento liderado pela China	business
2687	Brasileiro deixa 'Apple da China' para assumir projeto no Vale do Silício	business
2688	Há motivos para comemorar o Estatuto da Criança e do Adolescente?	business
2689	Índice de atividade do BC completa 11 meses de queda em janeiro	business
2690	Governo torna exclusivos 10 mil cargos comissionados e congela outros 4 mil	business
2691	Financiamento do BNDES às obras no exterior é maior do que o feito no país	business
2692	Sem limite para gastos não vai haver emprego ou crescimento, diz FHC	business
2693	Veja os lançamentos de livros em destaque nessa semana	business
2694	Governo atrasa pagamento de parcela do seguro-desemprego	business
2695	No sertão da Paraíba, grupo feminista luta por direitos na agricultura	business
2696	Aumento de impostos corrige excesso de otimismo do governo	business
2697	Justiça manda consórcio recuperar trechos da ferrovia em Rondônia	business
2698	Resultado do PIB reflete incertezas, diz Ministério da Fazenda	business
2699	Bancos reabrem na Grécia, mas controle de capital ainda é mantido	business
2700	BNDES estuda vender fatia em empresas e fala em atitude 'ativista'	business
2701	CVM condena União por uso político da Eletrobras	business
2702	Em vídeo, PM do Rio defende direito a protesto mas pede respeito a policiais	business
2703	Para combater sonegação, Índia tira de circulação 80% das cédulas de rúpia	business
2704	Dólar comercial fecha estável após reunião de Dilma com ministros	business
2705	Política de dois filhos pode aumentar PIB da China em 0,5 ponto percentual	business
2706	Para Levy, fizeram 'banzé' com trecho irrelevante de frase dele sobre Dilma	business
2707	Aneel perdoa parte do atraso de Jirau e decisão vai impactar conta de luz	business
2708	Carne e madeira 'verdes' rendem pouco, avaliam estudos da FGV	business
2709	Parto humanizado está distante de famílias carentes, diz mãe da periferia	business
2710	Comissão do Congresso aprova LDO sem abatimento na meta fiscal	business
2711	Unilever anuncia compra da brasileira Mãe Terra	business
2712	Funcionários terão de cobrir rombo em fundo da Petrobras	business
2713	Greve completa 4 dias com 47% das agências paradas, dizem bancários	business
2714	Governadores do Sudeste declaram apoio à reforma do ICMS	business
2715	Empresários não apostam em guinada à esquerda com volta de Lula	business
2716	Senado quer acabar com audiência pública para licenciamento ambiental	business
2717	Dólar volta a operar acima de R$ 4; Bolsa sobe e juros futuros recuam	business
2718	Temer sanciona com vetos lei que taxa serviços como Netflix e Spotify	business
2719	Saque das contas inativas do FGTS termina na próxima segunda; veja como receber o dinheiro	business
2720	Auditoria faz novo pedido de informação para assinar balanços da Petrobras	business
2721	Libbs abre fábrica de medicamentos biológicos em São Paulo	business
2722	"Acionistas cancelam reunião marcada para discutir ""contrato Eletrobras"""	business
2723	Risco de calote da Sete Brasil derrubou lucro da Caixa Econômica Federal	business
2724	Na contramão dos EUA, consumo de suco de laranja cresce entre brasileiros	business
2725	Com desemprego e inflação, consumo das famílias cai pelo 5º trimestre	business
2726	Governo inclui Congonhas, Casa da Moeda e usina da Cemig em lista de concessões	business
2727	Governo libera PIS/Pasep para idosos e nova linha do BNDES para MPME	business
2728	Presidente Temer lista 25 infiéis para demitir seus indicados	business
2729	Dinheiro Público & Cia: Dilma culpa crise externa, mas EUA e Europa já crescem mais que o Brasil	business
2730	FMI discute aumento de cotas a países emergentes para poder de decisão	business
2731	Temer quer destravar mudança do Refis antes de viagem para a China	business
2732	Mudanças na meta fiscal justificam rebaixamento, dizem banqueiros	business
2733	Facebook vai contratar 3.000 funcionários para evitar conteúdo violento	business
2734	Bolsas chinesas têm leves baixas, mas maioria dos mercados asiáticos sobe	business
2735	Governo estuda emitir títulos de dívida para socorrer Estados, diz Meirelles	business
2736	Jornalista conta invenção do bitcoin em ritmo de aventura	business
2737	'Efeito Cinderela' faz gasto com filha ser até 30% maior que com filho	business
2738	Cunha critica volta da CPMF e prevê contração de 1,5% no PIB em 2016	business
2739	Líderes europeus e Grécia divergem sobre envolvimento do FMI em socorro	business
2740	Bolsa perde mais de 1% com cenário externo negativo; dólar cai a R$ 3,25	business
2741	Levy convoca 'espírito animal' de empresários em São Paulo	business
2742	Saída da recessão é difícil com 'gastos obesos', diz diretor do Banco Mundial	business
2743	Dentistas voluntários receberão homenagens de ONG em São Paulo	business
2744	Ferrari vai entrar na Bolsa de Milão para se separar da Fiat Chrysler	business
2745	Câmara conclui votação do projeto de renegociação das dívidas dos Estados	business
2746	Bolsa fecha em leve alta com trégua nos preços do petróleo	business
2747	Eunício diz que não garante quorum para votar mudança na meta fiscal	business
2748	Dólar se mantém em R$ 3,47 após BC; Bolsa tem realização de lucros e cai	business
2749	Livro conta história do primeiro milionário negro de Wall Street	business
2750	Setor de serviços perde força e fica estável em maio, indica IBGE	business
2751	Receita paga último lote da restituição do Imposto de Renda 2016 nesta 5ª	business
2752	Desaposentação já vira realidade na Justiça brasileira	business
2753	Opep pode cortar mais a produção se for necessário, diz ministro argelino	business
2754	Goiano de 20 anos é mais jovem diretor de instituição financeira	business
2755	Justiça suspende licença de Belo Monte por falta de reestruturação da Funai	business
2756	Debate nas mídias sociais é desafio para as marcas	business
2757	Argentina pede embargo a petroleiras que operam nas Malvinas	business
2758	"Pico de consumo e ""restrição"" entre NE e Sul provocaram apagão, diz ONS"	business
2759	STF derruba 'jabutis' em MP de regime diferenciado de contratações	business
2760	Bancos públicos lideram crescimento do crédito, mas inadimplência sobe	business
2761	Brasil lidera cobrança de juro do rotativo do cartão de crédito	business
2762	Temer lança pacote de Natal para trabalhadores e classe média	business
2763	Decisão sobre mudança em regras de fundos de pensão é adiada	business
2764	Quais os ingredientes necessários para ampliar impacto dos negócios sociais?	business
2765	Mercadante admite impacto negativo da Lava Jato na economia do Brasil	business
2766	Concessionárias podem ter de reduzir pedágio para manter prazo de concessão	business
2767	Dólar cai a R$ 3,55 e Bolsa sobe, apesar de cautela quanto ao cenário político	business
2768	Editor da 'Vanity Fair' anuncia saída após 25 anos no cargo	business
2769	Livro aponta desesperança da classe média branca dos EUA	business
2770	Tidal, serviço de streaming do rapper Jay Z, vende 1/3 das ações para tele	business
2771	Acesso de jovens ao ensino médio fica estagnado desde 2007, aponta IBGE	business
2772	Fiat faz recall de 70 mil veículos por risco de desligamento do motor	business
2773	Dilma demonstra impaciência e passa a questionar Levy em reuniões	business
2774	Estilista brasileiro ganha fama no Japão com moda plus size	business
2775	Levy diz que desoneração da folha era 'grosseira' e não protegeu emprego	business
2776	Medida provisória libera R$ 3 bilhões para o Rio nesta segunda	business
2777	Governo tenta reduzir desoneração da folha pela metade neste ano	business
2778	Hugh Hefner, fundador da revista 'Playboy', morre aos 91 anos	business
2779	Preocupação com meta fiscal e equipe econômica superam o risco-Brasília	business
2780	Samsung sofre impacto após baterias de Galaxy Notes pegarem fogo	business
2781	Juro do cheque especial chega ao recorde de 309% em abril	business
2782	Jornalistas experientes relatam ascensão e queda da BlackBerry	business
2783	Empreendedorismo social já não precisa do Estado, diz executivo	business
2784	Índice que reajusta aluguel desacelera para 0,41% em maio	business
2785	Governo eleva limite de capital estrangeiro em empresas aéreas	business
2786	Levy nega que governo tenha jogado a toalha em relação ao superavit	business
2787	Até merenda escolar teve carne adulterada, aponta Polícia Federal	business
2788	Fazenda evitou em 2007 intervenção no setor aéreo	business
2789	Às moscas, aeroporto na Serra da Capivara é internacional só no nome	business
2790	Companhias aéreas sentem queda na demanda com delação da JBS	business
2791	Votorantim abre fábrica de cimento no Pará em investimento de R$ 860 mi	business
2792	Produtividade anuncia nova revolução tecnológica no campo	business
2793	China aumentará supervisão no mercado cambial neste ano	business
2794	PIB dos Estados Unidos desacelera e cresce 1,5% no 3° trimestre	business
2795	Reação ao PSB será exemplo de como governo tratará dissidências	business
2796	Inspirado pela filha, casal cria sapato infantil e exporta até para famosas	business
2797	Primeiro-ministro chinês quer instalar fábricas e gerar empregos no Brasil	business
2798	Tire 10 dúvidas sobre aposentadoria e o novo fator previdenciário	business
2799	Redes de estética enfrentam dilema sobre ensinar técnicas para quem não é franqueado	business
2800	'Travamos batalha difícil pelo acordo', diz primeiro-ministro grego	business
2801	China ainda barra carne bovina brasileira	business
2802	Para elevar ganho, banco atrai mais clientes para 'contas VIP'	business
2803	PF prende ex-vice presidente do BB e um ex-secretário municipal de Curitiba	business
2804	Dow Chemical e DuPont se fundem e criam grupo de US$ 130 bilhões	business
2805	'Governo é muito liberal e não dá atenção à indústria', diz empresário	business
2806	Governo pretende cobrar outorga de distribuidoras, o que pode elevar tarifa	business
2807	TCU aponta superfaturamento em contratos de compras de trilhos	business
2808	Maduro diz que game Pokémon Go promove violência entre crianças	business
2809	Para ministro do Planejamento, câmbio 'turva' custo da dívida	business
2810	Agências de crédito creem que Brasil tem fundos para vencer crise, diz Levy	business
2811	Melhora do emprego deve começar pelo setor do comércio	business
2812	Odebrecht Óleo e Gás negocia recuperação extrajudicial, diz agência	business
2813	Dependente no Imposto de Renda com 14 anos ou mais deve ter CPF	business
2814	Fundo Brasil-China pode financiar até 100% de projetos nacionais	business
2815	Economistas veem sinais de saída do fundo do poço	business
2816	Grécia quebrou de novo, diz FMI	business
2817	Conta de luz não vai ter taxa extra no mês que vem, afirma Aneel	business
2818	Com nova 'meta', qualquer resultado será lucro de Temer	business
2819	Petrobras acelera venda de ativos e busca sócios para reduzir dívida	business
2820	Busca por trabalho dispara e ano fecha com 9 milhões de desempregados	business
2821	Saiba como deduzir gastos médicos do Imposto de Renda	business
2822	Renan se une com sindicalistas contra reforma trabalhista	business
2823	Senador do PSDB diz que reforma da Previdência pode sofrer 'ajustes finos'	business
2824	Petróleo sobe 4% com expectativa de acordo para limitar produção	business
2825	Regulamentação de benefícios para domésticos pode motivar novas ações	business
2826	Ministro diz que crise na Petrobras é passageira e que 'pior já passou'	business
2827	'É prematuro dizer que já começou a recuperação', diz ministro da Fazenda	business
2828	Governo quer usar bancos públicos para injetar R$ 50 bi na economia	business
2829	Medida pode minar capacidade do SUS de lidar com mudanças	business
2830	Levy defende reforma do ICMS com alíquota maior no destino de mercadorias	business
2831	Dinheiro de demissões movimenta mercado de microfranquias	business
2832	Credor executa garantias da Sete Brasil	business
2833	Confiança na indústria cai 1,6% e chega a menor nível desde 2005, diz FGV	business
2834	Etanol bate recorde de vendas em 2015, mas não ameniza crise no setor	business
2835	Economistas discutem se ainda está nas mãos do BC conter a inflação	business
2836	Meirelles reúne deputados na próxima semana para defender PEC do teto	business
2837	Evento reúne produtores orgânicos e promove rede de bioeconomia	business
2838	Índia está mais preparada que Brasil para alta de juros nos EUA, diz banco	business
2839	Ipiranga acerta com Chevron criação de empresa de lubrificantes no Brasil	business
2840	Remuneração cai, e superar inflação com aplicação em DI fica mais difícil	business
2841	BNDES diz estar aberto a mudanças na sócia JBS	business
2842	Contratados recebem 87,7% do que ganhavam os antecessores, diz Dieese	business
2843	Lucro do Goldman Sachs salta com aumento em operações de mercado	business
2844	Recessão completa 18 meses, e Brasil não vê fundo do poço	business
2845	Governo promete impulso para votar reformas neste ano	business
2846	Com projetos culturais, Google faz 'lobby' para conquistar reguladores	business
2847	Analistas veem risco de agências voltarem a rebaixar nota do país	business
2848	Turbulência russa atual difere de colapso em 1998, diz especialista	business
2849	Governo irá conceder aeroportos à iniciativa privada, diz Barbosa	business
2850	FMI mantém 'confiança' em Lagarde, apesar de condenação na França	business
2851	Governo reabre inscrição de programa do BNDES que financia investimento	business
2852	Dólar atinge R$ 3,50 e recua, mas fecha no maior patamar em 12 anos	business
2853	Ao aprovar resgate, premiê grego enfrenta pior rebelião de seu partido	business
2854	Negociadores perdem espaço no mercado brasileiro de grãos para Ásia	business
2855	Start-up tenta ser 'Nespresso do suco', mas cria máquina desnecessária	business
2856	Se fusão Kroton-Estácio for barrada, setor deve tentar outras operações	business
2857	Instituições criam linha alternativa ao crédito consignado	business
2858	Professores ajudam a 'baianizar' livros didáticos distribuídos em Salvador	business
2859	Motorista que ganhou ação contra Uber diz que agiu por todos	business
2860	Conheça a norueguesa que, aos 19 anos, é a bilionária mais jovem do mundo	business
2861	Petrobras prevê combustíveis mais baratos após venda de refinarias	business
2862	BC sugere à Lava Jato ação conjunta em acordos com bancos sob suspeita	business
2863	Governo e peritos do INSS fecham acordo por fim de greve	business
2864	Tire dúvidas sobre fechamento de agências no Banco do Brasil	business
2865	Alunos criticam 'decisão unilateral' de direção do Bandeirantes sobre greve	business
